cantonId,cantonLabel,municipalityId,municipalityLabel
Q11972,Canton of Aargau,Q65750,Rümikon
Q11911,Canton of Berne,Q70290,Rumisberg
Q11943,Canton of Zürich,Q67894,Rümlang
Q12146,Canton of Basel-Landschaft,Q67954,Rümlingen
Q12146,Canton of Basel-Landschaft,Q67275,Rünenberg
Q11972,Canton of Aargau,Q65306,Rupperswil
Q11911,Canton of Berne,Q65474,Rüschegg
Q11943,Canton of Zürich,Q66819,Rüschlikon
Q11943,Canton of Zürich,Q67957,Russikon
Q11917,Canton of Geneva,Q69826,Russin
Q12121,Canton of Lucerne,Q7124,Ruswil
Q12094,Canton of Appenzell Innerrhoden,Q67188,Rüte
Q12746,Canton of St. Gallen,Q66890,Rüthi
Q11943,Canton of Zürich,Q69752,Rüti
Q11911,Canton of Berne,Q11737,Rüti bei Büren
Q11911,Canton of Berne,Q67819,Rüti bei Lyssach
Q11911,Canton of Berne,Q67625,Rütschelen
Q11929,Canton of Solothurn,Q66998,Rüttenen
Q11925,Canton of the Grisons,Q65552,S-chanf
Q11911,Canton of Berne,Q66629,Saanen
Q834,Canton of Valais,Q68037,Saas-Almagell
Q834,Canton of Valais,Q70304,Saas-Balen
Q834,Canton of Valais,Q69693,Saas-Fee
Q834,Canton of Valais,Q70032,Saas-Grund
Q12573,Canton of Obwalden,Q64614,Sachseln
Q11972,Canton of Aargau,Q64448,Safenwil
Q11925,Canton of the Grisons,Q2680071,Safiental
Q11911,Canton of Berne,Q67542,Safnern
Q11925,Canton of the Grisons,Q65684,Sagogn
Q11911,Canton of Berne,Q67384,Saicourt
Q12755,Canton of Jura,Q67666,Saignelégier
Q834,Canton of Valais,Q70710,Saillon
Q12640,Canton of Fribourg,Q70403,Saint-Aubin
Q12771,Canton of Vaud,Q68073,Saint-Barthélemy
Q12738,Canton of Neuchâtel,Q70424,Saint-Blaise
Q12755,Canton of Jura,Q68513,Saint-Brais
Q12771,Canton of Vaud,Q69335,Saint-Cergue
Q12771,Canton of Vaud,Q68634,Saint-George
Q834,Canton of Valais,Q70528,Saint-Gingolph
Q11911,Canton of Berne,Q66390,Saint-Imier
Q834,Canton of Valais,Q68222,Saint-Léonard
Q12771,Canton of Vaud,Q68749,Saint-Livres
Q12640,Canton of Fribourg,Q70434,Saint-Martin
Q834,Canton of Valais,Q70395,Saint-Martin
Q834,Canton of Valais,Q69545,Saint-Maurice
Q12771,Canton of Vaud,Q68946,Saint-Oyens
Q12771,Canton of Vaud,Q68063,Saint-Prex
Q12771,Canton of Vaud,Q70535,Saint-Saphorin
Q12771,Canton of Vaud,Q68019,Saint-Sulpice
Q12771,Canton of Vaud,Q70090,Sainte-Croix
Q12713,Canton of Thurgau,Q66644,Salenstein
Q12640,Canton of Fribourg,Q67736,Sâles
Q834,Canton of Valais,Q70317,Salgesch
Q12713,Canton of Thurgau,Q66652,Salmsach
Q834,Canton of Valais,Q68912,Salvan
Q11925,Canton of the Grisons,Q69085,Samedan
Q11925,Canton of the Grisons,Q69358,Samnaun
Q11925,Canton of the Grisons,Q65687,San Vittore
Q12724,Canton of Ticino,Q67673,Sant'Antonino
Q11925,Canton of the Grisons,Q65569,Santa Maria in Calanca
Q12746,Canton of St. Gallen,Q64571,Sargans
Q11972,Canton of Aargau,Q65217,Sarmenstorf
Q12573,Canton of Obwalden,Q63964,Sarnen
Q11917,Canton of Geneva,Q69451,Satigny
Q12433,Canton of Schwyz,Q65465,Sattel
Q12771,Canton of Vaud,Q68760,Saubraz
Q11911,Canton of Berne,Q15059724,Sauge
Q12755,Canton of Jura,Q68083,Saulcy
Q11911,Canton of Berne,Q69931,Saules
Q834,Canton of Valais,Q69558,Savièse
Q12771,Canton of Vaud,Q70647,Savigny
Q12724,Canton of Ticino,Q67668,Savosa
Q11911,Canton of Berne,Q66009,Saxeten
Q834,Canton of Valais,Q69572,Saxon
Q12697,Canton of Schaffhausen,Q9009,Schaffhausen
Q11972,Canton of Aargau,Q65993,Schafisheim
Q11911,Canton of Berne,Q66700,Schangnau
Q12746,Canton of St. Gallen,Q65446,Schänis
Q11925,Canton of the Grisons,Q64342,Scharans
Q12404,Canton of Uri,Q66635,Schattdorf
Q11911,Canton of Berne,Q65490,Schattenhalb
Q11911,Canton of Berne,Q67369,Schelten
Q12121,Canton of Lucerne,Q7143,Schenkon
Q11911,Canton of Berne,Q67566,Scheuren
Q11925,Canton of the Grisons,Q65244,Schiers
Q11972,Canton of Aargau,Q237120,Schinznach
Q11972,Canton of Aargau,Q65328,Schinznach-Bad
Q11972,Canton of Aargau,Q66991,Schinznach-Dorf
Q12713,Canton of Thurgau,Q67358,Schlatt
Q11943,Canton of Zürich,Q68390,Schlatt
Q12094,Canton of Appenzell Innerrhoden,Q64301,Schlatt-Haslen
Q11943,Canton of Zürich,Q67884,Schleinikon
Q12697,Canton of Schaffhausen,Q69111,Schleitheim
Q12121,Canton of Lucerne,Q7140,Schlierbach
Q11943,Canton of Zürich,Q69148,Schlieren
Q11972,Canton of Aargau,Q65288,Schlossrued
Q11925,Canton of the Grisons,Q65093,Schluein
Q12746,Canton of St. Gallen,Q66684,Schmerikon
Q11972,Canton of Aargau,Q65583,Schmiedrued
Q12640,Canton of Fribourg,Q67705,Schmitten
Q11925,Canton of the Grisons,Q65399,Schmitten
Q11972,Canton of Aargau,Q64407,Schneisingen
Q11929,Canton of Solothurn,Q66680,Schnottwil
Q11943,Canton of Zürich,Q70295,Schöfflisdorf
Q11972,Canton of Aargau,Q65411,Schöftland
Q12146,Canton of Basel-Landschaft,Q66508,Schönenbuch
Q12079,Canton of Appenzell Ausserrhoden,Q64296,Schönengrund
Q11929,Canton of Solothurn,Q66884,Schönenwerd
Q12121,Canton of Lucerne,Q7121,Schongau
Q12713,Canton of Thurgau,Q68442,Schönholzerswilen
Q12121,Canton of Lucerne,Q14618,Schötz
Q12433,Canton of Schwyz,Q65623,Schübelbach
Q11972,Canton of Aargau,Q66314,Schupfart
Q11911,Canton of Berne,Q66783,Schüpfen
Q12121,Canton of Lucerne,Q14559,Schüpfheim
Q11972,Canton of Aargau,Q67340,Schwaderloch
Q11911,Canton of Berne,Q69858,Schwadernau
Q11911,Canton of Berne,Q65238,Schwanden bei Brienz
Q12121,Canton of Lucerne,Q14576,Schwarzenberg
Q11911,Canton of Berne,Q70708,Schwarzenburg
Q11911,Canton of Berne,Q67623,Schwarzhäusern
Q12079,Canton of Appenzell Ausserrhoden,Q64622,Schwellbrunn
Q12094,Canton of Appenzell Innerrhoden,Q69378,Schwende
Q12094,Canton of Appenzell Innerrhoden,Q107342348,Schwende-Rüte
Q11943,Canton of Zürich,Q66814,Schwerzenbach
Q12433,Canton of Schwyz,Q68155,Schwyz
Q11925,Canton of the Grisons,Q69079,Scuol
Q11911,Canton of Berne,Q70275,Seeberg
Q11911,Canton of Berne,Q66928,Seedorf
Q12404,Canton of Uri,Q69814,Seedorf
Q11943,Canton of Zürich,Q67310,Seegräben
Q11911,Canton of Berne,Q67236,Seehof
Q12404,Canton of Uri,Q65355,Seelisberg
Q11972,Canton of Aargau,Q65004,Seengen
Q11929,Canton of Solothurn,Q66577,Seewen
Q11925,Canton of the Grisons,Q64748,Seewis im Prättigau
Q11911,Canton of Berne,Q69240,Seftigen
Q12146,Canton of Basel-Landschaft,Q66547,Seltisberg
Q11929,Canton of Solothurn,Q67935,Selzach
Q834,Canton of Valais,Q70101,Sembrancher
Q12121,Canton of Lucerne,Q7151,Sempach
Q12640,Canton of Fribourg,Q67699,Semsales
Q12771,Canton of Vaud,Q70533,Senarclens
Q12746,Canton of St. Gallen,Q69393,Sennwald
Q11972,Canton of Aargau,Q64563,Seon
Q12771,Canton of Vaud,Q70555,Sergey
Q12724,Canton of Ticino,Q70728,Serravalle
Q12771,Canton of Vaud,Q68649,Servion
Q11943,Canton of Zürich,Q65805,Seuzach
Q12640,Canton of Fribourg,Q68576,Sévaz
Q12746,Canton of St. Gallen,Q69612,Sevelen
Q12697,Canton of Schaffhausen,Q69660,Siblingen
Q834,Canton of Valais,Q68297,Sierre
Q11972,Canton of Aargau,Q65729,Siglistorf
Q11911,Canton of Berne,Q67289,Signau
Q12771,Canton of Vaud,Q69324,Signy-Avenex
Q11911,Canton of Berne,Q65732,Sigriswil
Q12404,Canton of Uri,Q69135,Silenen
Q11925,Canton of the Grisons,Q65069,Sils im Domleschg
Q11925,Canton of the Grisons,Q64200,Sils im Engadin/Segl
Q11925,Canton of the Grisons,Q65254,Silvaplana
Q834,Canton of Valais,Q69194,Simplon
Q11972,Canton of Aargau,Q64372,Sins
Q834,Canton of Valais,Q68136,Sion
Q12713,Canton of Thurgau,Q65797,Sirnach
Q11911,Canton of Berne,Q69877,Siselen
Q12404,Canton of Uri,Q66862,Sisikon
Q12146,Canton of Basel-Landschaft,Q66554,Sissach
Q11972,Canton of Aargau,Q540871,Sisseln
Q12640,Canton of Fribourg,Q68619,Siviriez
Q11925,Canton of the Grisons,Q65711,Soazza
Q11929,Canton of Solothurn,Q68965,Solothurn
Q12713,Canton of Thurgau,Q66641,Sommeri
Q11911,Canton of Berne,Q67292,Sonceboz-Sombeval
Q11911,Canton of Berne,Q66471,Sonvilier
Q11917,Canton of Geneva,Q65535,Soral
Q12724,Canton of Ticino,Q69995,Sorengo
Q12640,Canton of Fribourg,Q66498,Sorens
Q11911,Canton of Berne,Q67458,Sorvilier
Q12755,Canton of Jura,Q67480,Soubey
Q12755,Canton of Jura,Q70414,Soyhières
Q12079,Canton of Appenzell Ausserrhoden,Q67148,Speicher
Q11911,Canton of Berne,Q69484,Spiez
Q12404,Canton of Uri,Q69663,Spiringen
Q11972,Canton of Aargau,Q64210,Spreitenbach
Q12746,Canton of St. Gallen,Q25607,St. Gallen
Q12746,Canton of St. Gallen,Q66243,St. Margrethen
Q11925,Canton of the Grisons,Q68986,St. Moritz
Q834,Canton of Valais,Q68464,St. Niklaus
Q12640,Canton of Fribourg,Q68042,St. Silvester
Q11911,Canton of Berne,Q66798,St. Stephan
Q12640,Canton of Fribourg,Q66453,St. Ursen
Q12724,Canton of Ticino,Q67760,Stabio
Q11943,Canton of Zürich,Q67907,Stadel bei Niederglatt
Q11943,Canton of Zürich,Q69774,Stäfa
Q11972,Canton of Aargau,Q64239,Staffelbach
Q834,Canton of Valais,Q68460,Stalden
Q834,Canton of Valais,Q70349,Staldenried
Q11943,Canton of Zürich,Q66062,Stallikon
Q11943,Canton of Zürich,Q60322693,Stammheim
Q12592,Canton of Nidwalden,Q63931,Stans
Q12592,Canton of Nidwalden,Q64285,Stansstad
Q11929,Canton of Solothurn,Q66154,Starrkirch-Wil
Q11972,Canton of Aargau,Q65137,Staufen
Q12713,Canton of Thurgau,Q67123,Steckborn
Q11911,Canton of Berne,Q69668,Steffisburg
Q834,Canton of Valais,Q70624,Steg-Hohtenn
Q11972,Canton of Aargau,Q65914,Stein
Q12079,Canton of Appenzell Ausserrhoden,Q67193,Stein
Q12697,Canton of Schaffhausen,Q11939,Stein am Rhein
Q12746,Canton of St. Gallen,Q66860,Steinach
Q12433,Canton of Schwyz,Q67191,Steinen
Q12433,Canton of Schwyz,Q66900,Steinerberg
Q11933,Canton of Zug,Q66697,Steinhausen
Q11943,Canton of Zürich,Q67887,Steinmaur
Q11972,Canton of Aargau,Q65158,Stetten
Q12697,Canton of Schaffhausen,Q69180,Stetten
Q12713,Canton of Thurgau,Q65828,Stettfurt
Q11911,Canton of Berne,Q70052,Stettlen
Q11911,Canton of Berne,Q15060153,Stocken-Höfen
Q11972,Canton of Aargau,Q64237,Strengelbach
Q11911,Canton of Berne,Q69908,Studen
Q11929,Canton of Solothurn,Q66281,Stüsslingen
Q11929,Canton of Solothurn,Q66959,Subingen
Q12771,Canton of Vaud,Q68943,Suchy
Q11925,Canton of the Grisons,Q66012,Sufers
Q11972,Canton of Aargau,Q65195,Suhr
Q12713,Canton of Thurgau,Q65971,Sulgen
Q12771,Canton of Vaud,Q70537,Sullens
Q11911,Canton of Berne,Q68167,Sumiswald
Q11925,Canton of the Grisons,Q64942,Sumvitg
Q12640,Canton of Fribourg,Q68606,Surpierre
Q12121,Canton of Lucerne,Q7123,Sursee
Q11925,Canton of the Grisons,Q19944645,Surses
Q12771,Canton of Vaud,Q70017,Suscévaz
Q11911,Canton of Berne,Q69463,Sutz-Lattrigen
Q12771,Canton of Vaud,Q68684,Syens
Q12640,Canton of Fribourg,Q66865,Tafers
Q11972,Canton of Aargau,Q65190,Tägerig
Q12713,Canton of Thurgau,Q66188,Tägerwilen
Q11925,Canton of the Grisons,Q64740,Tamins
Q12771,Canton of Vaud,Q69312,Tannay
Q12771,Canton of Vaud,Q70065,Tartegnin
Q834,Canton of Valais,Q69305,Täsch
Q11911,Canton of Berne,Q69443,Täuffelen
Q11911,Canton of Berne,Q67203,Tavannes
Q12146,Canton of Basel-Landschaft,Q67262,Tecknau
Q11972,Canton of Aargau,Q64255,Tegerfelden
Q12724,Canton of Ticino,Q67745,Tenero-Contra
Q12146,Canton of Basel-Landschaft,Q67351,Tenniken
Q12640,Canton of Fribourg,Q67313,Tentlingen
Q834,Canton of Valais,Q67151,Termen
Q12724,Canton of Ticino,Q2405262,Terre di Pedemonte
Q12079,Canton of Appenzell Ausserrhoden,Q67209,Teufen
Q11972,Canton of Aargau,Q65182,Teufenthal
Q11911,Canton of Berne,Q65554,Teuffenthal
Q12771,Canton of Vaud,Q70726,Tévenon
Q12746,Canton of St. Gallen,Q65543,Thal
Q11972,Canton of Aargau,Q65907,Thalheim
Q11943,Canton of Zürich,Q65844,Thalheim an der Thur
Q11943,Canton of Zürich,Q68959,Thalwil
Q12697,Canton of Schaffhausen,Q69152,Thayngen
Q12146,Canton of Basel-Landschaft,Q66595,Therwil
Q11911,Canton of Berne,Q66040,Thierachern
Q11917,Canton of Geneva,Q68201,Thônex
Q11911,Canton of Berne,Q70277,Thörigen
Q11911,Canton of Berne,Q68978,Thun
Q12713,Canton of Thurgau,Q64847,Thundorf
Q11911,Canton of Berne,Q67788,Thunstetten
Q11911,Canton of Berne,Q67869174,Thurnen
Q12146,Canton of Basel-Landschaft,Q67926,Thürnen
Q11925,Canton of the Grisons,Q66171,Thusis
Q12146,Canton of Basel-Landschaft,Q64687,Titterten
Q12713,Canton of Thurgau,Q65818,Tobel-Tägerschen
Q11911,Canton of Berne,Q66692,Toffen
Q12771,Canton of Vaud,Q69398,Tolochenaz
Q834,Canton of Valais,Q68469,Törbel
Q12640,Canton of Fribourg,Q68048,Torny
Q12724,Canton of Ticino,Q68001,Torricella-Taverne
Q11911,Canton of Berne,Q67086,Trachselwald
Q11911,Canton of Berne,Q66384,Tramelan
Q12697,Canton of Schaffhausen,Q66977,Trasadingen
Q11911,Canton of Berne,Q69873,Treiten
Q12771,Canton of Vaud,Q69318,Trélex
Q12724,Canton of Ticino,Q104776479,Tresa
Q12771,Canton of Vaud,Q68879,Trey
Q12771,Canton of Vaud,Q68718,Treycovagnes
Q12771,Canton of Vaud,Q70673,Treytorrens
Q12640,Canton of Fribourg,Q67448,Treyvaux
Q12121,Canton of Lucerne,Q7138,Triengen
Q834,Canton of Valais,Q68856,Trient
Q11929,Canton of Solothurn,Q65037,Trimbach
Q11925,Canton of the Grisons,Q69099,Trimmis
Q11925,Canton of the Grisons,Q65564,Trin
Q12079,Canton of Appenzell Ausserrhoden,Q68189,Trogen
Q11917,Canton of Geneva,Q69817,Troinex
Q834,Canton of Valais,Q68823,Troistorrents
Q11911,Canton of Berne,Q67842,Trub
Q11911,Canton of Berne,Q69114,Trubschachen
Q11943,Canton of Zürich,Q67933,Trüllikon
Q11925,Canton of the Grisons,Q64951,Trun
Q11943,Canton of Zürich,Q70072,Truttikon
Q11925,Canton of the Grisons,Q65699,Tschappina
Q11925,Canton of the Grisons,Q70508,Tschiertschen-Praden
Q11911,Canton of Berne,Q69891,Tschugg
Q12746,Canton of St. Gallen,Q66562,Tübach
Q12433,Canton of Schwyz,Q65620,Tuggen
Q11925,Canton of the Grisons,Q64280,Tujetsch
Q11943,Canton of Zürich,Q65858,Turbenthal
Q834,Canton of Valais,Q2363869,Turtmann-Unterems
Q11911,Canton of Berne,Q70621,Twann-Tüscherz
Q12121,Canton of Lucerne,Q14577,Udligenswil
Q12640,Canton of Fribourg,Q67689,Ueberstorf
Q11911,Canton of Berne,Q65249,Uebeschi
Q11972,Canton of Aargau,Q64376,Uerkheim
Q12713,Canton of Thurgau,Q65810,Uesslingen-Buch
Q11911,Canton of Berne,Q66114,Uetendorf
Q11943,Canton of Zürich,Q67058,Uetikon am See
Q11972,Canton of Aargau,Q65203,Uezwil
Q12121,Canton of Lucerne,Q14621,Ufhusen
Q11943,Canton of Zürich,Q66678,Uitikon
Q12640,Canton of Fribourg,Q67430,Ulmiz
Q11933,Canton of Zug,Q65658,Unterägeri
Q834,Canton of Valais,Q68215,Unterbäch
Q12746,Canton of St. Gallen,Q66416,Untereggen
Q11943,Canton of Zürich,Q66079,Unterengstringen
Q11972,Canton of Aargau,Q64253,Unterentfelden
Q12433,Canton of Schwyz,Q64824,Unteriberg
Q11972,Canton of Aargau,Q65140,Unterkulm
Q11911,Canton of Berne,Q68170,Unterlangenegg
Q11972,Canton of Aargau,Q65150,Unterlunkhofen
Q11929,Canton of Solothurn,Q67889,Unterramsern
Q12404,Canton of Uri,Q65959,Unterschächen
Q11911,Canton of Berne,Q67097,Unterseen
Q11972,Canton of Aargau,Q64269,Untersiggenthal
Q11925,Canton of the Grisons,Q69095,Untervaz
Q11943,Canton of Zürich,Q69109,Urdorf
Q11925,Canton of the Grisons,Q64816,Urmein
Q12079,Canton of Appenzell Ausserrhoden,Q67168,Urnäsch
Q11911,Canton of Berne,Q70287,Ursenbach
Q12771,Canton of Vaud,Q70046,Ursins
Q12640,Canton of Fribourg,Q70452,Ursy
Q11911,Canton of Berne,Q67282,Urtenen-Schönbühl
Q11943,Canton of Zürich,Q64032,Uster
Q11911,Canton of Berne,Q66120,Uttigen
Q12713,Canton of Thurgau,Q65634,Uttwil
Q11911,Canton of Berne,Q67778,Utzenstorf
Q12746,Canton of St. Gallen,Q67106,Uznach
Q12746,Canton of St. Gallen,Q64171,Uzwil
Q12724,Canton of Ticino,Q67470,Vacallo
Q834,Canton of Valais,Q99519700,Val de Bagnes
Q12724,Canton of Ticino,Q109211862,Val Mara
Q11925,Canton of the Grisons,Q70513,Val Müstair
Q12755,Canton of Jura,Q3553411,Val Terbi
Q834,Canton of Valais,Q68528,Val-d'Illiez
Q12640,Canton of Fribourg,Q2507678,Val-de-Charmey
Q12738,Canton of Neuchâtel,Q2507659,Val-de-Ruz
Q12738,Canton of Neuchâtel,Q70526,Val-de-Travers
Q11911,Canton of Berne,Q17326749,Valbirse
Q12771,Canton of Vaud,Q70689,Valbroye
Q12771,Canton of Vaud,Q70582,Valeyres-sous-Montagny
Q12771,Canton of Vaud,Q70501,Valeyres-sous-Rances
Q12771,Canton of Vaud,Q68680,Valeyres-sous-Ursins
Q12640,Canton of Fribourg,Q70343,Vallon
Q12771,Canton of Vaud,Q68587,Vallorbe
Q11925,Canton of the Grisons,Q64585,Vals
Q11925,Canton of the Grisons,Q7912633,Valsot
Q11917,Canton of Geneva,Q65522,Vandœuvres
Q834,Canton of Valais,Q67482,Varen
Q12771,Canton of Vaud,Q70665,Vaulion
Q12640,Canton of Fribourg,Q66444,Vaulruz
Q12771,Canton of Vaud,Q68836,Vaux-sur-Morges
Q11925,Canton of the Grisons,Q64647,Vaz/Obervaz
Q11911,Canton of Berne,Q66852,Vechigen
Q11972,Canton of Aargau,Q65142,Veltheim
Q12755,Canton of Jura,Q58038,Vendlincourt
Q12724,Canton of Ticino,Q68825,Vernate
Q12640,Canton of Fribourg,Q70507,Vernay
Q834,Canton of Valais,Q68713,Vernayaz
Q11917,Canton of Geneva,Q63922,Vernier
Q834,Canton of Valais,Q68936,Vérossaz
Q11917,Canton of Geneva,Q63979,Versoix
Q12724,Canton of Ticino,Q1684937,Verzasca
Q834,Canton of Valais,Q69515,Vétroz
Q12771,Canton of Vaud,Q68160,Vevey
Q834,Canton of Valais,Q67724,Vex
Q11917,Canton of Geneva,Q69587,Veyrier
Q834,Canton of Valais,Q70112,Veysonnaz
Q12771,Canton of Vaud,Q68071,Veytaux
Q12724,Canton of Ticino,Q70126,Vezia
Q12771,Canton of Vaud,Q69282,Vich
Q12724,Canton of Ticino,Q70118,Vico Morcote
Q12771,Canton of Vaud,Q68745,Villars-Epeney
Q12771,Canton of Vaud,Q70570,Villars-le-Comte
Q12771,Canton of Vaud,Q68644,Villars-le-Terroir
Q12771,Canton of Vaud,Q68883,Villars-Sainte-Croix
Q12771,Canton of Vaud,Q68724,Villars-sous-Yens
Q12640,Canton of Fribourg,Q69760,Villars-sur-Glâne
Q12640,Canton of Fribourg,Q67356,Villarsel-sur-Marly
Q12771,Canton of Vaud,Q70591,Villarzel
Q12640,Canton of Fribourg,Q59925980,Villaz
Q12771,Canton of Vaud,Q69972,Villeneuve
Q11911,Canton of Berne,Q69979,Villeret
Q11972,Canton of Aargau,Q65193,Villigen
Q11972,Canton of Aargau,Q64232,Villmergen
Q11972,Canton of Aargau,Q65995,Villnachern
Q12640,Canton of Fribourg,Q68055,Villorsonnens
Q12746,Canton of St. Gallen,Q66246,Vilters-Wangs
Q11911,Canton of Berne,Q67084,Vinelz
Q12771,Canton of Vaud,Q68651,Vinzel
Q834,Canton of Valais,Q69549,Vionnaz
Q834,Canton of Valais,Q64147,Visp
Q834,Canton of Valais,Q70387,Visperterminen
Q12121,Canton of Lucerne,Q14578,Vitznau
Q11943,Canton of Zürich,Q67922,Volken
Q11943,Canton of Zürich,Q69754,Volketswil
Q11972,Canton of Aargau,Q64234,Vordemwald
Q12433,Canton of Schwyz,Q66794,Vorderthal
Q834,Canton of Valais,Q68889,Vouvry
Q12640,Canton of Fribourg,Q66520,Vuadens
Q12771,Canton of Vaud,Q68910,Vuarrens
Q12771,Canton of Vaud,Q70048,Vucherens
Q12771,Canton of Vaud,Q70540,Vufflens-la-Ville
Q12771,Canton of Vaud,Q69445,Vufflens-le-Château
Q12771,Canton of Vaud,Q70627,Vugelles-La Mothe
Q12640,Canton of Fribourg,Q68485,Vuisternens-devant-Romont
Q12771,Canton of Vaud,Q70498,Vuiteboeuf
Q12771,Canton of Vaud,Q68628,Vulliens
Q12771,Canton of Vaud,Q68636,Vullierens
Q12771,Canton of Vaud,Q70706,Vully-les-Lacs
Q11911,Canton of Berne,Q65734,Wachseldorn
Q11943,Canton of Zürich,Q69718,Wädenswil
Q12713,Canton of Thurgau,Q65519,Wagenhausen
Q12146,Canton of Basel-Landschaft,Q67947,Wahlen
Q11933,Canton of Zug,Q66298,Walchwil
Q12079,Canton of Appenzell Ausserrhoden,Q67175,Wald
Q11911,Canton of Berne,Q67251,Wald
Q11943,Canton of Zürich,Q67272,Wald
Q12146,Canton of Basel-Landschaft,Q67092,Waldenburg
Q12713,Canton of Thurgau,Q65991,Wäldi
Q12746,Canton of St. Gallen,Q64630,Waldkirch
Q12079,Canton of Appenzell Ausserrhoden,Q69658,Waldstatt
Q12746,Canton of St. Gallen,Q64191,Walenstadt
Q11911,Canton of Berne,Q67460,Walkringen
Q11972,Canton of Aargau,Q65909,Wallbach
Q11943,Canton of Zürich,Q69374,Wallisellen
Q11911,Canton of Berne,Q67851,Walliswil bei Niederbipp
Q11911,Canton of Berne,Q67426,Walliswil bei Wangen
Q11911,Canton of Berne,Q69926,Walperswil
Q11972,Canton of Aargau,Q64242,Waltenschwil
Q11911,Canton of Berne,Q67548,Walterswil
Q11929,Canton of Solothurn,Q66275,Walterswil
Q12079,Canton of Appenzell Ausserrhoden,Q64594,Walzenhausen
Q12433,Canton of Schwyz,Q66707,Wangen
Q11911,Canton of Berne,Q67536,Wangen an der Aare
Q11929,Canton of Solothurn,Q69967,Wangen bei Olten
Q11943,Canton of Zürich,Q66829,Wangen-Brüttisellen
Q12713,Canton of Thurgau,Q68177,Wängi
Q12746,Canton of St. Gallen,Q66788,Wartau
Q12713,Canton of Thurgau,Q68405,Warth-Weiningen
Q12404,Canton of Uri,Q69635,Wassen
Q11943,Canton of Zürich,Q67882,Wasterkingen
Q11911,Canton of Berne,Q65492,Wattenwil
Q12746,Canton of St. Gallen,Q66601,Wattwil
Q12121,Canton of Lucerne,Q14623,Wauwil
Q12746,Canton of St. Gallen,Q69644,Weesen
Q11972,Canton of Aargau,Q65889,Wegenstetten
Q12121,Canton of Lucerne,Q14580,Weggis
Q11943,Canton of Zürich,Q70088,Weiach
Q12713,Canton of Thurgau,Q68258,Weinfelden
Q11943,Canton of Zürich,Q66093,Weiningen
Q11943,Canton of Zürich,Q70375,Weisslingen
Q11929,Canton of Solothurn,Q99519698,Welschenrohr-Gänsbrunnen
Q11911,Canton of Berne,Q69866,Wengi
Q12146,Canton of Basel-Landschaft,Q67024,Wenslingen
Q12121,Canton of Lucerne,Q14562,Werthenstein
Q11972,Canton of Aargau,Q27576,Wettingen
Q11943,Canton of Zürich,Q65934,Wettswil am Albis
Q11943,Canton of Zürich,Q68305,Wetzikon
Q11911,Canton of Berne,Q65945,Wichtrach
Q11972,Canton of Aargau,Q64384,Widen
Q12746,Canton of St. Gallen,Q65612,Widnau
Q11911,Canton of Berne,Q67133,Wiedlisbach
Q11943,Canton of Zürich,Q64853,Wiesendangen
Q11911,Canton of Berne,Q67648,Wiggiswil
Q12713,Canton of Thurgau,Q65834,Wigoltingen
Q12121,Canton of Lucerne,Q14625,Wikon
Q12746,Canton of St. Gallen,Q64077,Wil
Q11943,Canton of Zürich,Q67223,Wil
Q11943,Canton of Zürich,Q66752,Wila
Q12697,Canton of Schaffhausen,Q69164,Wilchingen
Q11943,Canton of Zürich,Q67346,Wildberg
Q11911,Canton of Berne,Q69256,Wilderswil
Q12746,Canton of St. Gallen,Q70619,Wildhaus-Alt St. Johann
Q12713,Canton of Thurgau,Q65765,Wilen
Q834,Canton of Valais,Q67489,Wiler
Q11911,Canton of Berne,Q67396,Wiler bei Utzenstorf
Q11911,Canton of Berne,Q66919,Wileroltigen
Q11972,Canton of Aargau,Q64250,Wiliberg
Q11911,Canton of Berne,Q67404,Willadingen
Q12121,Canton of Lucerne,Q14627,Willisau
Q11911,Canton of Berne,Q65949,Wimmis
Q11972,Canton of Aargau,Q69208,Windisch
Q11943,Canton of Zürich,Q66588,Winkel
Q12146,Canton of Basel-Landschaft,Q66111,Wintersingen
Q11943,Canton of Zürich,Q9125,Winterthur
Q11929,Canton of Solothurn,Q65588,Winznau
Q11929,Canton of Solothurn,Q65134,Wisen
Q11972,Canton of Aargau,Q65174,Wislikofen
Q12746,Canton of St. Gallen,Q66056,Wittenbach
Q11929,Canton of Solothurn,Q70059,Witterswil
Q12146,Canton of Basel-Landschaft,Q68013,Wittinsburg
Q11972,Canton of Aargau,Q69058,Wittnau
Q11972,Canton of Aargau,Q68244,Wohlen
Q11911,Canton of Berne,Q67613,Wohlen bei Bern
Q11972,Canton of Aargau,Q65161,Wohlenschwil
Q12592,Canton of Nidwalden,Q64351,Wolfenschiessen
Q12079,Canton of Appenzell Ausserrhoden,Q661621,Wolfhalden
Q11972,Canton of Aargau,Q66442,Wölflinswil
Q11929,Canton of Solothurn,Q66066,Wolfwil
Q12121,Canton of Lucerne,Q7125,Wolhusen
Q12433,Canton of Schwyz,Q69647,Wollerau
Q11911,Canton of Berne,Q69732,Worb
Q11911,Canton of Berne,Q67364,Worben
Q12640,Canton of Fribourg,Q67718,Wünnewil-Flamatt
Q12713,Canton of Thurgau,Q65771,Wuppenau
Q11972,Canton of Aargau,Q64219,Würenlingen
Q11972,Canton of Aargau,Q64258,Würenlos
Q11911,Canton of Berne,Q70104,Wynau
Q11911,Canton of Berne,Q67439,Wynigen
