cantonLabel,municipalityLabel,coatOfArmsImage
Canton of Vaud,Chéserex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ch%C3%A9serex%20COA.svg
Canton of Vaud,Chêne-Pâquier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ch%C3%AAne-P%C3%A2quier%20COA.svg
Canton of Vaud,Clarmont,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Clarmont%20COA.svg
Canton of Vaud,Coinsins,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Coinsins%20COA.svg
Canton of Vaud,Commugny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Commugny%20COA.svg
Canton of Vaud,Concise,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Concise%20COA.svg
Canton of Vaud,Coppet,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Coppet%20COA.svg
Canton of Vaud,Corbeyrier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Corbeyrier%20COA.svg
Canton of Vaud,Corcelles-le-Jorat,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Corcelles-le-Jorat%20COA.svg
Canton of Vaud,Corcelles-près-Concise,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Corcelles-pr%C3%A8s-Concise%20COA.svg
Canton of Vaud,Corcelles-près-Payerne,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Corcelles-pr%C3%A8s-Payerne%20COA.svg
Canton of Vaud,Corseaux,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Corseaux%20COA.svg
Canton of Vaud,Corsier-sur-Vevey,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Corsier-sur-Vevey%20COA.svg
Canton of Vaud,Cossonay,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cossonay%20COA.svg
Canton of Vaud,Crans,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Crans%20VD%20COA.svg
Canton of Vaud,Crassier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Crassier%20COA.svg
Canton of Vaud,Crissier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Crissier%20COA.svg
Canton of Vaud,Cronay,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cronay%20COA.svg
Canton of Vaud,Croy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Croy%20COA.svg
Canton of Vaud,Cuarnens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cuarnens%20COA.svg
Canton of Vaud,Cuarny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cuarny%20COA.svg
Canton of Vaud,Cudrefin,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cudrefin%20COA.svg
Canton of Vaud,Cugy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cugy%20VD%20COA.svg
Canton of Vaud,Curtilles,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Curtilles%20COA.svg
Canton of Vaud,Daillens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Daillens%20COA.svg
Canton of Vaud,Denens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Denens%20COA.svg
Canton of Vaud,Denges,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Denges%20COA.svg
Canton of Vaud,Dizy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Dizy%20COA.svg
Canton of Vaud,Dompierre,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Dompierre%20VD%20COA.svg
Canton of Vaud,Donneloye,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Donneloye%20COA.svg
Canton of Vaud,Duillier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Duillier%20COA.svg
Canton of Vaud,Dully,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Dully%20COA.svg
Canton of Vaud,Démoret,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20D%C3%A9moret%20COA.svg
Canton of Vaud,Echallens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Echallens%20COA.svg
Canton of Vaud,Echandens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Echandens%20COA.svg
Canton of Vaud,Echichens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Echichens%20COA.svg
Canton of Vaud,Eclépens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ecl%C3%A9pens%20COA.svg
Canton of Vaud,Ecublens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ecublens%20VD%20COA.svg
Canton of Vaud,Epalinges,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20%C3%89palinges%20COA.svg
Canton of Vaud,Ependes,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ependes%20COA.svg
Canton of Vaud,Essertines-sur-Rolle,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Essertines-sur-Rolle%20COA.svg
Canton of Vaud,Essertines-sur-Yverdon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Essertines-sur-Yverdon%20COA.svg
Canton of Vaud,Etagnières,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20%C3%89tagni%C3%A8res%20COA.svg
Canton of Vaud,Etoy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Etoy%20COA.svg
Canton of Vaud,Eysins,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Eysins%20COA.svg
Canton of Vaud,Faoug,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Faoug%20COA.svg
Canton of Vaud,Ferreyres,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ferreyres%20COA.svg
Canton of Vaud,Fey,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Fey%20COA.svg
Canton of Vaud,Fiez,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Fiez%20COA.svg
Canton of Vaud,Fontaines-sur-Grandson,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Fontaines-sur-Grandson%20COA.svg
Canton of Vaud,Forel,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Forel%20%28Lavaux%29%20COA.svg
Canton of Vaud,Founex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Founex%20COA.svg
Canton of Vaud,Froideville,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Froideville%20COA.svg
Canton of Vaud,Féchy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20F%C3%A9chy%20COA.svg
Canton of Vaud,Genolier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Genolier%20COA.svg
Canton of Vaud,Giez,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Giez%20COA.svg
Canton of Vaud,Gilly,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gilly%20COA.svg
Canton of Vaud,Gimel,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gimel%20COA.svg
Canton of Vaud,Gingins,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gingins%20COA.svg
Canton of Vaud,Givrins,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Givrins%20COA.svg
Canton of Vaud,Gland,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gland%20COA.svg
Canton of Vaud,Gollion,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gollion%20COA.svg
Canton of Vaud,Goumoëns,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Goumo%C3%ABns%20COA.svg
Canton of Vaud,Grancy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Grancy%20COA.svg
Canton of Vaud,Grandcour,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Grandcour%20COA.svg
Canton of Vaud,Grandevent,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Grandevent%20COA.svg
Canton of Vaud,Grandson,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Grandson%20COA.svg
Canton of Vaud,Grens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Grens%20COA.svg
Canton of Vaud,Gryon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gryon%20COA.svg
Canton of Vaud,Hautemorges,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Hautemorges%20COA.svg
Canton of Vaud,Henniez,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Henniez%20COA.svg
Canton of Vaud,Hermenches,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Hermenches%20COA.svg
Canton of Vaud,Jongny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Jongny%20COA.svg
Canton of Vaud,Jorat-Menthue,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Jorat-Menthue%20COA.svg
Canton of Vaud,Jorat-Mézières,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Jorat-M%C3%A9zi%C3%A8res%20COA.svg
Canton of Vaud,Jouxtens-Mézery,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Jouxtens-M%C3%A9zery%20COA.svg
Canton of Vaud,Juriens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Juriens%20COA.svg
Canton of Vaud,L'Abbaye,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20L%E2%80%99Abbaye%20COA.svg
Canton of Vaud,L'Abergement,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20L-Abergement%20COA.svg
Canton of Vaud,L'Isle,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20L%27Isle%20COA.svg
Canton of Vaud,La Chaux (Cossonay),http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20La%20Chaux%20%28Cossonay%29%20COA.svg
Canton of Vaud,La Praz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20La%20Praz%20COA.svg
Canton of Vaud,La Rippe,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20La%20Rippe%20COA.svg
Canton of Vaud,La Sarraz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20La%20Sarraz%20COA.svg
Canton of Vaud,La Tour-de-Peilz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20La%20Tour-de-Peilz%20COA.svg
Canton of Vaud,La Vallée de Joux,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20La%20Vall%C3%A9e%20de%20Joux%20COA.svg
Canton of Vaud,Lausanne,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lausanne%20COA.svg
Canton of Vaud,Lavey-Morcles,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lavey-Morcles%20COA.svg
Canton of Vaud,Lavigny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lavigny%20COA.svg
Canton of Vaud,Le Chenit,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Le%20Chenit%20COA.svg
Canton of Vaud,Le Lieu,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Le%20Lieu%20COA.svg
Canton of Vaud,Le Mont-sur-Lausanne,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Le%20Mont-sur-Lausanne%20COA.svg
Canton of Vaud,Le Vaud,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Le%20Vaud%20COA.svg
Canton of Vaud,Les Clées,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Les%20Cl%C3%A9es%20COA.svg
Canton of Vaud,Leysin,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Leysin%20COA.svg
Canton of Vaud,Lignerolle,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lignerolle%20COA.svg
Canton of Vaud,Lonay,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lonay%20COA.svg
Canton of Vaud,Longirod,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Longirod%20COA.svg
Canton of Vaud,Lovatens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lovatens%20COA.svg
Canton of Vaud,Lucens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lucens%20COA.svg
Canton of Vaud,Luins,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Luins%20COA.svg
Canton of Vaud,Lully,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lully%20VD%20COA.svg
Canton of Vaud,Lussery-Villars,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lussery-Villars%20COA.svg
Canton of Vaud,Lussy-sur-Morges,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lussy-sur-Morges%20COA.svg
Canton of Vaud,Lutry,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lutry%20COA.svg
Canton of Vaud,Maracon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Maracon%20COA.svg
Canton of Vaud,Marchissy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Marchissy%20COA.svg
Canton of Vaud,Mathod,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mathod%20COA.svg
Canton of Vaud,Mauborget,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mauborget%20COA.svg
Canton of Vaud,Mauraz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mauraz%20COA.svg
Canton of Vaud,Mex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mex%20VD%20COA.svg
Canton of Vaud,Mies,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mies%20COA.svg
Canton of Vaud,Missy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Missy%20COA.svg
Canton of Vaud,Moiry,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Moiry%20COA.svg
Canton of Vaud,Mollens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mollens%20COA.svg
Canton of Vaud,Molondin,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Molondin%20COA.svg
Canton of Vaud,Mont-la-Ville,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mont-la-Ville%20COA.svg
Canton of Vaud,Mont-sur-Rolle,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mont-sur-Rolle%20COA.svg
Canton of Vaud,Montagny-près-Yverdon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Montagny-pr%C3%A8s-Yverdon%20COA.svg
Canton of Vaud,Montanaire,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Montanaire%20COA.svg
Canton of Vaud,Montcherand,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Montcherand%20COA.svg
Canton of Vaud,Montilliez,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Montilliez%20COA.svg
Canton of Vaud,Montpreveyres,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Montpreveyres%20COA.svg
Canton of Vaud,Montreux,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Montreux%20COA.svg
Canton of Vaud,Montricher,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Montricher%20COA.svg
Canton of Vaud,Morges,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Morges%20COA.svg
Canton of Vaud,Morrens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Morrens%20COA.svg
Canton of Vaud,Moudon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Moudon%20COA.svg
Canton of Vaud,Mutrux,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mutrux%20COA.svg
Canton of Vaud,Novalles,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Novalles%20COA.svg
Canton of Vaud,Noville,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Noville%20COA.svg
Canton of Vaud,Nyon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Nyon%20COA.svg
Canton of Vaud,Ogens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ogens%20COA.svg
Canton of Vaud,Ollon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ollon%20VD%20COA.svg
Canton of Vaud,Onnens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Onnens%20COA.svg
Canton of Vaud,Oppens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Oppens%20COA.svg
Canton of Vaud,Orbe,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Orbe%20COA.svg
Canton of Vaud,Orges,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Orges%20COA.svg
Canton of Vaud,Ormont-Dessous,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ormont-Dessous%20COA.svg
Canton of Vaud,Ormont-Dessus,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ormont-Dessus%20COA.svg
Canton of Vaud,Orny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Orny%20COA.svg
Canton of Vaud,Oron,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Oron%20COA.svg
Canton of Vaud,Orzens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Orzens%20COA.svg
Canton of Vaud,Oulens-sous-Echallens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Oulens-sous-Echallens%20COA.svg
Canton of Vaud,Pailly,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Pailly%20COA.svg
Canton of Vaud,Paudex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Paudex%20COA.svg
Canton of Vaud,Payerne,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Payerne%20VD%20COA.svg
Canton of Vaud,Penthalaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Penthalaz%20COA.svg
Canton of Vaud,Penthaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Penthaz%20COA.svg
Canton of Vaud,Penthéréaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Penth%C3%A9r%C3%A9az%20COA.svg
Canton of Vaud,Perroy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Perroy%20COA.svg
Canton of Vaud,Poliez-Pittet,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Poliez-Pittet%20COA.svg
Canton of Vaud,Pompaples,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Pompaples%20COA.svg
Canton of Vaud,Pomy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Pomy%20COA.svg
Canton of Vaud,Prangins,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Prangins%20COA.svg
Canton of Vaud,Premier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Premier%20COA.svg
Canton of Vaud,Prilly,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Prilly%20COA.svg
Canton of Vaud,Provence,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Provence%20COA.svg
Canton of Vaud,Préverenges,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Pr%C3%A9verenges%20COA.svg
Canton of Vaud,Prévonloup,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Pr%C3%A9vonloup%20COA.svg
Canton of Vaud,Puidoux,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Puidoux%20COA.svg
Canton of Vaud,Pully,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Pully%20COA.svg
Canton of Vaud,Rances,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rances%20COA.svg
Canton of Vaud,Renens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Renens%20COA.svg
Canton of Vaud,Rennaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rennaz%20COA.svg
Canton of Vaud,Rivaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rivaz%20COA.svg
Canton of Vaud,Roche,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Roche%20COA.svg
Canton of Vaud,Rolle,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rolle%20COA.svg
Canton of Vaud,Romainmôtier-Envy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Romainmotier-Envy%20COA.svg
Canton of Vaud,Romanel-sur-Lausanne,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Romanel-sur-Lausanne%20COA.svg
Canton of Vaud,Romanel-sur-Morges,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Romanel-sur-Morges%20COA.svg
Canton of Vaud,Ropraz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ropraz%20COA.svg
Canton of Vaud,Rossenges,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rossenges%20COA.svg
Canton of Vaud,Rossinière,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rossini%C3%A8re%20COA.svg
Canton of Vaud,Rougemont,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rougemont%20COA.svg
Canton of Vaud,Rovray,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rovray%20COA.svg
Canton of Vaud,Rueyres,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Rueyres%20COA.svg
Canton of Vaud,Saint-Barthélemy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Saint-Barth%C3%A9lemy%20COA.svg
Canton of Vaud,Saint-Cergue,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Saint-Cergue%20COA.svg
Canton of Vaud,Saint-George,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Saint-George%20COA.svg
Canton of Vaud,Saint-Livres,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Saint-Livres%20COA.svg
Canton of Vaud,Saint-Oyens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Saint-Oyens%20COA.svg
Canton of Vaud,Saint-Prex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Saint-Prex%20COA.svg
Canton of Vaud,Saint-Saphorin,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Saint-Saphorin%20COA.svg
Canton of Vaud,Saint-Sulpice,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Saint-Sulpice%20VD%20COA.svg
Canton of Vaud,Sainte-Croix,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Sainte-Croix%20COA.svg
Canton of Vaud,Saubraz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Saubraz%20COA.svg
Canton of Vaud,Savigny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Savigny%20COA.svg
Canton of Vaud,Senarclens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Senarclens%20COA.svg
Canton of Vaud,Sergey,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Sergey%20COA.svg
Canton of Vaud,Servion,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Servion%20COA.svg
Canton of Vaud,Signy-Avenex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Signy-Avenex%20COA.svg
Canton of Vaud,Suchy,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Suchy%20COA.svg
Canton of Vaud,Sullens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Sullens%20COA.svg
Canton of Vaud,Suscévaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Susc%C3%A9vaz%20COA.svg
Canton of Vaud,Syens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Syens%20COA.svg
Canton of Vaud,Tannay,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Tannay%20COA.svg
Canton of Vaud,Tartegnin,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Tartegnin%20COA.svg
Canton of Vaud,Tolochenaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Tolochenaz%20COA.svg
Canton of Vaud,Trey,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Trey%20COA.svg
Canton of Vaud,Treycovagnes,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Treycovagnes%20COA.svg
Canton of Vaud,Treytorrens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Treytorrens%20COA.svg
Canton of Vaud,Trélex,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Tr%C3%A9lex%20COA.svg
Canton of Vaud,Tévenon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20T%C3%A9venon%20COA.svg
Canton of Vaud,Ursins,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ursins%20COA.svg
Canton of Vaud,Valbroye,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Valbroye%20COA.svg
Canton of Vaud,Valeyres-sous-Montagny,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Valeyres-sous-Montagny%20COA.svg
Canton of Vaud,Valeyres-sous-Rances,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Valeyres-sous-Rances%20COA.svg
Canton of Vaud,Valeyres-sous-Ursins,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Valeyres-sous-Ursins%20COA.svg
Canton of Vaud,Vallorbe,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vallorbe%20COA.svg
Canton of Vaud,Vaulion,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vaulion%20COA.svg
Canton of Vaud,Vaux-sur-Morges,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vaux-sur-Morges%20COA.svg
Canton of Vaud,Vevey,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vevey%20COA.svg
Canton of Vaud,Veytaux,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Veytaux%20COA.svg
Canton of Vaud,Vich,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vich%20COA.svg
Canton of Vaud,Villars-Epeney,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Villars-Epeney%20COA.svg
Canton of Vaud,Villars-Sainte-Croix,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Villars-Sainte-Croix%20COA.svg
Canton of Vaud,Villars-le-Comte,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Villars-le-Comte%20COA.svg
Canton of Vaud,Villars-le-Terroir,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Villars-le-Terroir%20COA.svg
Canton of Vaud,Villars-sous-Yens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Villars-sous-Yens%20COA.svg
Canton of Vaud,Villarzel,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Villarzel%20COA.svg
Canton of Vaud,Villeneuve,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Villeneuve%20COA.svg
Canton of Vaud,Vinzel,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vinzel%20COA.svg
Canton of Vaud,Vuarrens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vuarrens%20COA.svg
Canton of Vaud,Vucherens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vucherens%20COA.svg
Canton of Vaud,Vufflens-la-Ville,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vufflens-la-Ville%20COA.svg
Canton of Vaud,Vufflens-le-Château,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vufflens-le-Ch%C3%A2teau%20COA.svg
Canton of Vaud,Vugelles-La Mothe,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vugelles-La%20Mothe%20COA.svg
Canton of Vaud,Vuiteboeuf,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vuiteboeuf%20COA.svg
Canton of Vaud,Vulliens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vulliens%20COA.svg
Canton of Vaud,Vullierens,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vullierens%20COA.svg
